CUI|Concept|CCS|Phecode|CTD|HPO|HDO
C0745103|'Type IIa Hyperlipidemia::Familial Hypercholesterolemia'|[53]|['Metab']|['Genetic disease (inborn)', 'Metabolic disease']|['HP:0001939 ! Abnormality of metabolism/homeostasis']|['DOID:0014667 ! disease of metabolism']
C0745143|'hyperthyroid symptoms'|[]|[]|[]|[]|[]
C0745153|'Hypoglycaemic episode'|[]|[]|[]|[]|[]
C0745230|'iliac disease'|[]|[]|[]|[]|[]
C0745331|'Groin TUMOR'|[]|[]|[]|[]|[]
C0745337|'electrocution injury'|[]|[]|[]|[]|[]
C0745339|'work related injuries'|[]|[]|[]|[]|[]
C0745411|'Irregular bleeding NOS'|[171]|['Genitourinary']|[]|[]|[]
C0745413|'ischemic attack'|[]|[]|[]|[]|[]
C0745530|'KNEE Degenerative joint disease'|[]|[]|[]|[]|[]
C0745538|'knee discomfort'|[]|[]|[]|[]|[]
C0745730|'multiple lipoma::Multiple lipomata'|[47, 211]|['Musc/Skel', 'Neoplasms']|['Cancer']|['HP:0033127 ! Abnormality of the musculoskeletal system']|['DOID:14566 ! disease of cellular proliferation']
C0745744|'Chronic Liver Failure::End Stage Liver Disease'|[151, 238, 660]|['GI']|['Digestive system disease']|['HP:0025031 ! Abnormality of the digestive system']|['DOID:7 ! disease of anatomical entity']
C0745941|'LOWER EXTREMITY Varicose Veins'|[]|[]|[]|[]|[]
C0746001|'LUMBAR SPINE Degenerative disc disease'|[]|[]|[]|[]|[]
C0746102|'Chronic lung condition::Chronic Pulmonary Disease::Chronic Lung Disease'|[133]|['Resp']|['Respiratory tract disease']|['HP:0002086 ! Abnormality of the respiratory system']|['DOID:7 ! disease of anatomical entity']
C0746336|'LYMPHOID Cancer'|[]|[]|[]|[]|[]
C0746402|'manic symptoms'|[]|[]|[]|[]|[]
C0746471|'medications overdose::medication overdose'|[]|[]|[]|[]|[]
C0746495|'Recurrent meningitis'|[]|[]|['Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system', 'HP:0002715 ! Abnormality of the immune system']|[]
C0746731|'Acute coronary artery disease'|[101]|['Cardio']|['Cardiovascular disease']|['HP:0001626 ! Abnormality of the cardiovascular system', 'HP:0002086 ! Abnormality of the respiratory system']|['DOID:7 ! disease of anatomical entity']
C0746787|'Neck Cancer::Neck Malignancy::Cancer of Neck::cancer neck::Cancer of the Neck'|[11]|['Neoplasms']|['Cancer']|['HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0746845|'nerve Disease::nerve Disorder::nerve condition'|[]|[]|[]|[]|[]
C0746850|'nervous stomach'|[]|[]|[]|[]|[]
C0747057|'Organic heart disease NOS'|[104]|['Cardio']|['Cardiovascular disease']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0747249|'Paranoid ideation'|[]|[]|[]|[]|[]
C0747273|'cancer parotid::malignant parotid Tumour::Parotid Gland Cancer::Cancer, Parotid'|[11]|['Neoplasms']|['Cancer', 'Mouth disease']|['HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0747536|'mixed personality disorder'|[658]|['Mental']|['Mental disorder']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health']
C0747548|'Pharyngeal Carcinoma::Pharyngeal Cancer'|[11]|['Neoplasms']|['Cancer', 'Ear-nose-throat disease', 'Mouth disease']|['HP:0000152 ! Abnormality of head or neck']|['DOID:14566 ! disease of cellular proliferation']
C0747556|'Recurrent pharyngitis'|[134]|['Signs/Symptoms']|['Ear-nose-throat disease', 'Mouth disease', 'Respiratory tract disease']|['HP:0000152 ! Abnormality of head or neck', 'HP:0002086 ! Abnormality of the respiratory system', 'HP:0002715 ! Abnormality of the immune system']|['DOID:7 ! disease of anatomical entity']
C0747708|'Pneumothorax, recurrent'|[19]|['Neoplasms']|['Cancer']|['HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0747742|'benign polyps::POLYP, BENIGN'|[]|[]|[]|[]|[]
C0747752|'Polysubstance abuse'|[]|[]|['Mental disorder', 'Substance-related disorder']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health']
C0747845|'pregnancy early::early Gestation'|[]|[]|[]|[]|[]
C0747919|'pregnancy related::related pregnancy'|[]|[]|[]|[]|[]
C0748061|'psychiatric hospitalization'|[]|[]|[]|[]|[]
C0748063|'psychiatric issue'|[]|[]|[]|[]|[]
C0748168|'Pulmonary Pathology'|[]|[]|[]|[]|[]
C0748214|'Squamous Cell Carcinoma of the Pyriform Sinus'|[11]|['Neoplasms']|['Cancer']|[]|['DOID:14566 ! disease of cellular proliferation']
C0748304|'End stage renal disease REQUIRING DIALYSIS'|[]|[]|[]|[]|[]
C0748305|'End stage renal disease REQUIRING HEMODIALYSIS'|[]|[]|[]|[]|[]
C0748355|'Acute respiratory distress syndrome'|[131, 133]|['Resp']|['Respiratory tract disease']|['HP:0002086 ! Abnormality of the respiratory system']|['DOID:7 ! disease of anatomical entity']
C0748375|'retinal neuropathy'|[]|[]|[]|[]|[]
C0748452|'rubella syndrome'|[]|[]|[]|[]|[]
C0748469|'sacral tumor'|[]|[]|[]|[]|[]
C0748505|'Metastatic Soft tissue sarcoma'|[21, 38, 39, 41]|['Neoplasms']|['Cancer']|['HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0748607|'Recurrent seizures'|[83]|['Neuro']|['Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:7 ! disease of anatomical entity']
C0748694|'sick sinus'|[]|[]|[]|[]|[]
C0748716|'chronic sinus congestion'|[]|[]|[]|[]|[]
C0748720|'Chronic sinus disease'|[]|[]|[]|['HP:0002086 ! Abnormality of the respiratory system']|[]
C0749424|'Hurthle Cell Carcinoma of the Thyroid'|[1, 8, 11, 36, 41, 43, 47, 48, 51, 195, 238]|['Endo', 'Neoplasms']|['Cancer', 'Endocrine system disease']|['HP:0000818 ! Abnormality of the endocrine system']|['DOID:14566 ! disease of cellular proliferation']
C0749467|'benign thyroid nodule'|[]|[]|[]|[]|[]
C0749574|'tongue cancer squamous cell'|[]|[]|[]|[]|[]
C0750081|'VAGINAL Tumour'|[]|[]|[]|['HP:0000119 ! Abnormality of the genitourinary system']|[]
C0750151|'Sickle Cell Crisis'|[59]|['Blood']|['Blood disease', 'Genetic disease (inborn)']|['HP:0001871 ! Abnormality of blood and blood-forming tissues']|['DOID:7 ! disease of anatomical entity']
C0750152|'symptoms vasomotor'|[]|[]|[]|[]|[]
C0750461|'Tendonitis of wrist'|[211]|['Musc/Skel']|['Musculoskeletal disease', 'Wounds and injuries']|['HP:0033127 ! Abnormality of the musculoskeletal system']|['DOID:7 ! disease of anatomical entity']
C0750466|'Yeast infection'|[4]|['ID']|['Infection', 'Infection and Infestation', 'Infections and Infestations', 'Infestation and Infection', 'Infestations and Infections']|['HP:0001574 ! Abnormality of the integument', 'HP:0002086 ! Abnormality of the respiratory system']|['DOID:0050117 ! disease by infectious agent']
C0750876|'Superficial phlebitis'|[62, 103, 104, 114, 117, 118, 121, 198, 202, 211]|['Cardio']|['Cardiovascular disease']|['HP:0001871 ! Abnormality of blood and blood-forming tissues']|['DOID:7 ! disease of anatomical entity']
C0750887|'Adrenal Cancer::Cancer of the Adrenal Gland::Adrenal Gland Cancer'|[41]|['Neoplasms']|['Cancer', 'Endocrine system disease']|['HP:0000818 ! Abnormality of the endocrine system']|['DOID:14566 ! disease of cellular proliferation']
C0750901|'Alzheimer Disease, Early Onset'|[653]|['Neuro']|['Mental disorder', 'Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:7 ! disease of anatomical entity']
C0750935|'Cerebral Astrocytoma'|[35, 95]|['Neoplasms', 'Neuro']|['Cancer']|['HP:0000707 ! Abnormality of the nervous system', 'HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0750952|'biliary cancer::Biliary Tree Cancer::Cancer of Biliary Tract'|[18]|['Neoplasms']|['Cancer', 'Digestive system disease']|['HP:0025031 ! Abnormality of the digestive system']|['DOID:14566 ! disease of cellular proliferation']
C0750974|'Primary Brain tumour'|[44]|['Neoplasms']|['Cancer', 'Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:14566 ! disease of cellular proliferation']
C0750977|'Recurrent Brain tumour'|[44]|['Neoplasms']|['Cancer', 'Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:14566 ! disease of cellular proliferation']
C0750979|'brain Malignancy::Primary Brain Cancer'|[44]|['Neoplasms']|['Cancer', 'Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:14566 ! disease of cellular proliferation']
C0751003|'aneurysm brain::Brain Aneurysm'|[111]|['Cardio']|['Cardiovascular disease', 'Nervous system disease']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0751071|'Familial Dementia'|[653]|['Neuro']|['Mental disorder', 'Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:0050117 ! disease by infectious agent', 'DOID:150 ! disease of mental health', 'DOID:7 ! disease of anatomical entity']"
C0751094|'ear cancer::cancer of the ear'|[94]|['Hearing']|['Cancer', 'Ear-nose-throat disease']|['HP:0000598 ! Abnormality of the ear', 'HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0751177|'Cancer of the Head'|[11]|['Neoplasms']|['Cancer']|['HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0751229|'HYPERSOMNOLENT::HYPERSOMNOLENCE'|[]|[]|['Mental disorder', 'Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health']
C0751249|'Chronic Insomnia'|[259]|['Neuro']|['Mental disorder', 'Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health', 'DOID:7 ! disease of anatomical entity']"
C0751255|'Cancer of Jaw::Cancer, Jaw::Cancer of the Jaw'|[11]|['Neoplasms']|['Cancer', 'Mouth disease', 'Musculoskeletal disease']|['HP:0000152 ! Abnormality of head or neck', 'HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0751257|'Auditory Processing Disorder, Central'|[94, 654]|['Dev', 'Hearing']|['Nervous system disease', 'Signs and symptoms']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health']
C0751265|'Learning Disability::Disabilities, Learning'|[654]|['Dev']|['Mental disorder', 'Nervous system disease', 'Signs and symptoms']|['HP:0000707 ! Abnormality of the nervous system', 'HP:0001507 ! Growth abnormality']|['DOID:150 ! disease of mental health']
C0751295|'LOSS OF MEMORY::MEMORY LOSS'|[259]|['Neuro']|['Nervous system disease', 'Signs and symptoms']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health']
C0751336|'Distal Myopathy'|[95]|['Neuro']|['Genetic disease (inborn)', 'Musculoskeletal disease', 'Nervous system disease']|['HP:0033127 ! Abnormality of the musculoskeletal system']|['DOID:7 ! disease of anatomical entity']
C0751362|'narcolepsy cataplexy'|[95]|['Neuro']|['Mental disorder', 'Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health']
C0751394|'cancer nose::Nasal Cancers::Nasal Cancer::Cancer of the Nose::Cancer of Nose'|[11]|['Neoplasms']|['Cancer', 'Ear-nose-throat disease', 'Musculoskeletal disease', 'Respiratory tract disease']|['HP:0000152 ! Abnormality of head or neck', 'HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0751409|'weakness arm'|[82]|['Neuro']|['Nervous system disease', 'Signs and symptoms']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:7 ! disease of anatomical entity']
C0751410|'EXTREMITY MUSCLE WEAKNESS, LOWER'|[82, 95, 211]|['Musc/Skel', 'Neuro']|['Nervous system disease', 'Signs and symptoms']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:7 ! disease of anatomical entity']
C0751416|'cancer pelvis::Cancer of the Pelvis::Pelvic Cancer::Pelvic Malignancy'|[43]|['Neoplasms']|['Cancer']|['HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0751428|'Peripheral nerve cancer'|[35]|['Neoplasms']|['Cancer', 'Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system', 'HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0751434|'PKU'|[58]|['Metab']|['Genetic disease (inborn)', 'Metabolic disease', 'Nervous system disease']|['HP:0001939 ! Abnormality of metabolism/homeostasis']|['DOID:0014667 ! disease of metabolism']
C0751495|'Partial Seizures'|[83]|['Neuro']|['Nervous system disease', 'Signs and symptoms']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:7 ! disease of anatomical entity']
C0751498|'Carcinoma of sigmoid colon'|[14]|['Neoplasms']|['Cancer', 'Digestive system disease']|['HP:0002664 ! Neoplasm', 'HP:0025031 ! Abnormality of the digestive system']|['DOID:14566 ! disease of cellular proliferation']
C0751534|'Syncopal Episodes'|[245]|['Signs/Symptoms']|['Nervous system disease', 'Signs and symptoms']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:14566 ! disease of cellular proliferation', 'DOID:7 ! disease of anatomical entity']"
C0751535|'Cardiogenic syncope'|[245]|['Signs/Symptoms']|['Nervous system disease', 'Signs and symptoms']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0751552|'Cancer of the Thymus'|[41]|['Neoplasms']|['Cancer', 'Lymphatic disease']|['HP:0000818 ! Abnormality of the endocrine system', 'HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0751560|'Cancer, Tonsil::Tonsillar Cancer'|[11]|['Neoplasms']|['Cancer', 'Ear-nose-throat disease', 'Mouth disease']|['HP:0001626 ! Abnormality of the cardiovascular system', 'HP:0002715 ! Abnormality of the immune system']|['DOID:14566 ! disease of cellular proliferation']
C0751564|'Pill Rolling Tremor'|[95]|['Neuro']|['Nervous system disease', 'Signs and symptoms']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:7 ! disease of anatomical entity']
C0751569|'Urogenital Cancer'|[43]|['Neoplasms']|['Cancer', 'Urogenital disease (female)', 'Urogenital disease (male)']|['HP:0000119 ! Abnormality of the genitourinary system', 'HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0751571|'Urologic Malignancy::Urinary Cancer::Cancer of Urinary Tract::Cancer, Urinary Tract'|[34]|['Neoplasms']|['Cancer', 'Urogenital disease (female)', 'Urogenital disease (male)']|['HP:0000119 ! Abnormality of the genitourinary system']|['DOID:14566 ! disease of cellular proliferation']
C0751623|'cancer second::Second Primary Cancer::Second Cancer'|[43]|['Neoplasms']|['Cancer']|['HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0751651|'Disorder, Mitochondrial'|[58]|['Metab']|['Metabolic disease']|[]|['DOID:0014667 ! disease of metabolism', 'DOID:7 ! disease of anatomical entity']"
C0751676|'Basal cell skin cancer::Basal Cell Cancer'|[]|['Neoplasms']|['Cancer']|['HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0751688|'Squamous Cell Cancer'|[]|[]|['Cancer']|['HP:0001574 ! Abnormality of the integument']|['DOID:14566 ! disease of cellular proliferation']
C0751757|'Hypersomnolence, Idiopathic::Idiopathic Hypersomnia'|[259]|['Neuro']|['Mental disorder', 'Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health']
C0751772|'REM sleep behaviour disorder'|[259]|['Neuro']|['Mental disorder', 'Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health']
C0751799|'Brain Hemorrhage, Traumatic'|[233]|['Cardio', 'Neuro']|['Cardiovascular disease', 'Nervous system disease', 'Wounds and injuries']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:7 ! disease of anatomical entity']
C0751813|'Brain Injury, Chronic'|[95, 233, 244, 653, 659]|['Mental', 'Neuro']|['Nervous system disease', 'Wounds and injuries']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:7 ! disease of anatomical entity']
C0751878|'Vasculitis, CNS'|[111]|['Cardio']|['Cardiovascular disease', 'Immune system disease', 'Nervous system disease']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0751956|'acute cva'|[109]|['Cardio']|['Cardiovascular disease', 'Nervous system disease']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0752147|'Chronic Daily Headache'|[84, 95]|['GI', 'Neuro']|['Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:7 ! disease of anatomical entity']
C0752295|'Confusional Arousals'|[259]|['Neuro']|['Mental disorder', 'Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health']
C0752304|'Anoxic encephalopathy'|[220]|['Neonate']|['Cardiovascular disease', 'Nervous system disease', 'Signs and symptoms']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:7 ! disease of anatomical entity']
C0752347|'Lewy Body Disease::DIFFUSE LEWY BODY DISEASE::dementia lewy bodies::LEWY BODY DEMENTIA::Dementia with Lewy bodies'|[653]|['Neuro']|['Mental disorder', 'Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health']
C0795691|'heart trouble::heart problems::HEART PROBLEM'|[]|[]|[]|[]|[]
C0795934|'DOORS'|[94]|['Hearing']|['Congenital abnormality', 'Ear-nose-throat disease', 'Mental disorder', 'Musculoskeletal disease', 'Nervous system disease', 'Pathology (anatomical condition)', 'Signs and symptoms']|['HP:0000598 ! Abnormality of the ear']|['DOID:225 ! syndrome']
C0796563|'Local Cancer::Localized Cancer'|[43]|['Neoplasms']|['Cancer']|['HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0810031|'alcohol-related liver disease'|[150]|['GI']|['Digestive system disease']|['HP:0025031 ! Abnormality of the digestive system']|['DOID:7 ! disease of anatomical entity']
C0810287|'Other pneumonia'|[122]|[]|['Respiratory tract disease']|['HP:0002086 ! Abnormality of the respiratory system']|[]
C0812426|'kidney trouble::Kidney Issue'|[161]|['Genitourinary']|['Urogenital disease (female)', 'Urogenital disease (male)']|['HP:0000119 ! Abnormality of the genitourinary system']|['DOID:7 ! disease of anatomical entity']
C0814120|'early onset Disease'|[]|[]|['Pathology (process)']|[]|[]
C0814138|'upper GI cancer'|[18]|['Neoplasms']|['Cancer', 'Digestive system disease']|['HP:0025031 ! Abnormality of the digestive system']|['DOID:14566 ! disease of cellular proliferation']
C0814141|'genital cancer'|[43]|['Neoplasms']|['Cancer']|['HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0815107|'Distress, Emotional'|[]|[]|[]|[]|[]
C0815316|'b12 deficiency anemia'|[59]|['Blood', 'Metab']|['Blood disease']|['HP:0001871 ! Abnormality of blood and blood-forming tissues']|['DOID:7 ! disease of anatomical entity']
C0836924|'THROMBOCYTOSIS::Elevated Platelet Count::THROMBOCYTHEMIA'|[44]|['Neoplasms']|['Blood disease']|['HP:0001871 ! Abnormality of blood and blood-forming tissues']|['DOID:7 ! disease of anatomical entity']
C0836966|'Hairy cell leukemia, in remission'|[39]|['Neoplasms']|['Cancer', 'Immune system disease', 'Lymphatic disease']|['HP:0001871 ! Abnormality of blood and blood-forming tissues', 'HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0847614|'Nasal allergies::nasal allergy'|[134]|['Resp', 'Signs/Symptoms']|['Ear-nose-throat disease', 'Immune system disease', 'Respiratory tract disease']|['HP:0000152 ! Abnormality of head or neck', 'HP:0002715 ! Abnormality of the immune system']|['DOID:7 ! disease of anatomical entity']
C0848076|'malignant myeloma'|[]|[]|[]|[]|[]
C0848090|'benign moles'|[]|[]|[]|[]|[]
C0848241|'weight Issue'|[]|[]|[]|[]|[]
C0848290|'sick stomach'|[250]|['GI']|['Signs and symptoms']|['HP:0025031 ! Abnormality of the digestive system']|['DOID:7 ! disease of anatomical entity']
C0848332|'Spots::Spots on skin::skin spot'|[200]|['Derm']|['Skin disease']|['HP:0001574 ! Abnormality of the integument']|['DOID:7 ! disease of anatomical entity']
C0848342|'frequent stools'|[]|[]|[]|[]|[]
C0848377|'Abdominal trauma'|[244]|[]|['Wounds and injuries']|['HP:0025031 ! Abnormality of the digestive system']|['DOID:7 ! disease of anatomical entity']
C0848378|'pelvic trauma'|[]|[]|[]|[]|[]
C0848381|'other tuberculosis'|[]|[]|[]|[]|[]
C0848454|'carcinoma uterus::UTERINE CARCINOMA'|[25]|['Neoplasms']|['Cancer']|['HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0848535|'feet turning'|[]|[]|['Musculoskeletal disease']|[]|['DOID:7 ! disease of anatomical entity']
C0848866|'Carcinoma of Eye'|[41]|['Neoplasms']|['Cancer', 'Eye disease']|['HP:0000478 ! Abnormality of the eye', 'HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0848882|'soft tissue carcinoma'|[]|[]|[]|[]|[]
C0849640|'skin damage'|[]|[]|[]|[]|[]
C0849668|'peri-menopausal'|[]|[]|[]|[]|[]
C0849852|'skin bumps'|[]|[]|[]|[]|[]
C0849963|'Nervousness'|[]|[]|[]|[]|[]
C0850002|'post partum hemorrhage'|[195]|['Preg']|['Pathology (process)', 'Pregnancy complication']|['HP:0001871 ! Abnormality of blood and blood-forming tissues']|['DOID:7 ! disease of anatomical entity']
C0850428|'benign cysts liver'|[]|[]|[]|[]|[]
C0850572|'Adenomatous Colonic polyp::Adenomatous colonic polyps::adenomatous colon polyps::Adenomatous colon polyp'|[47]|['Neoplasms']|['Pathology (anatomical condition)']|['HP:0002664 ! Neoplasm', 'HP:0025031 ! Abnormality of the digestive system']|['DOID:7 ! disease of anatomical entity']
C0850599|'disc injury'|[]|[]|[]|[]|[]
C0850624|'cardiovascular risk factor::cardiovascular factor risk'|[]|[]|[]|[]|[]
C0850630|'tingling in fingers'|[]|[]|[]|[]|[]
C0850639|'Premalignant Lesion'|[]|[]|[]|[]|[]
C0850742|'Chronic bronchiolitis'|[127]|['Resp']|['Respiratory tract disease']|['HP:0002715 ! Abnormality of the immune system']|['DOID:7 ! disease of anatomical entity']
C0850775|'workaholic'|[]|[]|[]|[]|[]
C0850918|'Spinal degeneration'|[205]|['Musc/Skel']|['Musculoskeletal disease']|['HP:0033127 ! Abnormality of the musculoskeletal system']|['DOID:7 ! disease of anatomical entity']
C0851140|'In situ cervical cancer'|[26]|['Neoplasms']|['Cancer']|['HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0851241|'nervous disorder::nervous condition::nervous Disease'|[]|[]|[]|[]|[]
C0851406|'anxiety disorder symptoms'|[95, 659]|['Mental']|['Mental disorder']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health']
C0851444|'Allergic Disease'|[57]|['Blood']|['Immune system disease']|['HP:0001871 ! Abnormality of blood and blood-forming tissues', 'HP:0002715 ! Abnormality of the immune system']|['DOID:7 ! disease of anatomical entity']
C0851578|'SLEEP DISORDERS::Sleep Disease::Sleep Disturbance::SLEEP DISORDER'|[259]|['Neuro']|['Mental disorder', 'Nervous system disease', 'Signs and symptoms']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health']
C0852036|'GESTATIONAL HYPERTENSION::HYPERTENSION, PREGNANCY-INDUCED::hypertension in pregnancy'|[238]|['Preg']|['Cardiovascular disease', 'Pregnancy complication']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0852077|'Inherited bleeding disorder'|[62]|['Blood']|['Blood disease', 'Genetic disease (inborn)']|['HP:0001871 ! Abnormality of blood and blood-forming tissues']|[]
C0852162|'renal failure complications'|[163]|['Genitourinary']|['Urogenital disease (female)', 'Urogenital disease (male)']|[]|['DOID:7 ! disease of anatomical entity']
C0852283|'Respiratory Distress Syndrome'|[221, 224]|['Resp']|['Respiratory tract disease']|['HP:0002086 ! Abnormality of the respiratory system']|['DOID:7 ! disease of anatomical entity']
C0852733|'Completed Suicide::Suicides, Completed'|[662]|['Mental']|['Mental disorder', 'Pathology (process)']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health']
C0852949|'artery disease::Disease of artery::Arterial vascular disease::Arterial Disease'|[117]|['Cardio']|['Cardiovascular disease']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0852976|'Retro-Orbital Tumor'|[]|[]|['Cancer', 'Eye disease']|['HP:0000478 ! Abnormality of the eye', 'HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0853105|'Cancer of Penis::Penile Cancer::Cancer of the Penis'|[31]|['Neoplasms']|['Cancer', 'Urogenital disease (male)']|['HP:0000119 ! Abnormality of the genitourinary system']|['DOID:14566 ! disease of cellular proliferation']
C0853193|'Bipolar 1 disorder::Bipolar I disorder'|[657]|['Mental']|['Mental disorder']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health']
C0853394|'Melanoma of the Retina::Retinal Melanoma'|[41]|['Neoplasms']|['Cancer', 'Eye disease']|['HP:0000478 ! Abnormality of the eye', 'HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0853683|'chronic infections kidney'|[]|[]|[]|[]|[]
C0853879|'Invasive Breast Cancer'|[24, 43, 167]|['Genitourinary', 'Neoplasms']|['Cancer', 'Skin disease']|['HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0854051|'allergy to sting'|[]|[]|[]|[]|[]
C0854110|'Insulin-resistant diabetes'|[3, 49, 51, 58, 186, 238]|['Endo']|['Endocrine system disease', 'Metabolic disease']|['HP:0000818 ! Abnormality of the endocrine system', 'HP:0001939 ! Abnormality of metabolism/homeostasis']|['DOID:0014667 ! disease of metabolism']
C0854145|'Feeding Disease'|[655, 670]|['Signs/Symptoms']|['Mental disorder']|['HP:0000707 ! Abnormality of the nervous system', 'HP:0025031 ! Abnormality of the digestive system']|['DOID:150 ! disease of mental health']
C0854740|'delayed sleep phase'|[259]|['Neuro']|['Mental disorder', 'Nervous system disease', 'Signs and symptoms']|['HP:0000707 ! Abnormality of the nervous system']|[]
C0854775|'Metastatic Pancreatic Carcinoma'|[17, 42, 44, 152]|['GI', 'Neoplasms']|['Cancer', 'Digestive system disease', 'Endocrine system disease']|['HP:0002664 ! Neoplasm', 'HP:0025031 ! Abnormality of the digestive system']|['DOID:14566 ! disease of cellular proliferation']
C0854777|'Recurrent Cancer of Pancreas'|[17, 44, 152]|['GI', 'Neoplasms']|['Cancer', 'Digestive system disease', 'Endocrine system disease']|['HP:0002664 ! Neoplasm', 'HP:0025031 ! Abnormality of the digestive system']|['DOID:14566 ! disease of cellular proliferation']
C0854995|'Sinuses cancer::Cancer of the paranasal sinus'|[11]|['Neoplasms']|['Cancer', 'Ear-nose-throat disease', 'Respiratory tract disease']|['HP:0002086 ! Abnormality of the respiratory system', 'HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0855095|'Lymphocytic lymphoma'|[38]|['Neoplasms']|['Cancer', 'Immune system disease', 'Lymphatic disease']|['HP:0001871 ! Abnormality of blood and blood-forming tissues']|['DOID:14566 ! disease of cellular proliferation']
